YYMMMDD __east(m) _north(m) ____up(m)
16NOV06 0.353529 0.560013 0.214626
16NOV07 0.356371 0.559178 0.223596
16NOV08 0.357576 0.559611 0.225251
16NOV09 0.355317 0.560516 0.216171
16NOV10 0.354903 0.559846 0.218030
16NOV11 0.356984 0.560682 0.225293
16NOV12 0.358640 0.563198 0.225707
16NOV13 0.356450 0.560749 0.223070
16NOV14 0.358836 0.563191 0.226941
16NOV15 0.352566 0.564083 0.220826
16NOV16 0.354443 0.562582 0.220145
16NOV17 0.354491 0.560704 0.213950
16NOV18 0.352285 0.560387 0.215406
16NOV19 0.353285 0.559929 0.215665
16NOV20 0.352447 0.562215 0.217333
16NOV21 0.354597 0.563682 0.208843
16NOV22 0.352624 0.562665 0.215991
16NOV23 0.353547 0.560483 0.213994
16NOV24 0.351948 0.561362 0.215856
16NOV25 0.340241 0.559381 0.216274
16NOV26 0.349415 0.562085 0.211030
16NOV27 0.352785 0.563436 0.213624
16NOV28 0.352519 0.562078 0.208252
16NOV29 0.352131 0.560693 0.207899
16NOV30 0.346856 0.563714 0.212246
16DEC01 0.345095 0.559146 0.191494
16DEC02 0.330417 0.572853 0.177550
16DEC03 0.364703 0.560386 0.136512
16DEC04 0.349609 0.560627 0.220503
16DEC05 0.352732 0.562373 0.217281
16DEC06 0.353374 0.562252 0.224580
16DEC07 0.353105 0.561848 0.213191
16DEC08 0.352681 0.561108 0.214528
16DEC09 0.352324 0.563693 0.213318
16DEC10 0.351576 0.563387 0.215617
16DEC11 0.352896 0.563229 0.223364
16DEC12 0.354798 0.561586 0.220763
16DEC13 0.354943 0.561648 0.223181
16DEC14 0.352804 0.561171 0.222303
16DEC15 0.353804 0.560716 0.222987
16DEC16 0.352939 0.560200 0.220849
16DEC17 0.356321 0.559405 0.226505
16DEC18 0.354783 0.563807 0.218150
16DEC19 0.351968 0.560785 0.217518
16DEC20 0.353566 0.560299 0.220359
16DEC21 0.354902 0.563726 0.233703
16DEC22 0.356442 0.562069 0.223451
16DEC23 0.355165 0.562218 0.229262
16DEC24 0.354908 0.564004 0.213595
16DEC25 0.352793 0.562037 0.213097
16DEC26 0.353239 0.562943 0.214501
16DEC27 0.353785 0.562106 0.219761
16DEC28 0.354988 0.561514 0.215622
16DEC29 0.354601 0.560407 0.220066
16DEC30 0.355976 0.559669 0.221007
16DEC31 0.351318 0.561124 0.211137
17JAN01 0.358597 0.559758 0.222555
17JAN02 0.365742 0.562584 0.198077
17JAN03 0.356344 0.560932 0.216226
17JAN04 0.354267 0.559175 0.212291
17JAN05 0.350765 0.556258 0.219023
17JAN06 0.351727 0.557568 0.213627
17JAN07 0.355642 0.554958 0.206002
17JAN09 0.353202 0.561325 0.218060
17JAN10 0.353097 0.559401 0.218780
17JAN11 0.352107 0.560405 0.218251
17JAN12 0.353198 0.560219 0.214075
17JAN13 0.349398 0.563039 0.211274
17JAN14 0.355251 0.559122 0.223378
17JAN15 0.354604 0.560689 0.218133
17JAN16 0.354425 0.560549 0.225509
17JAN17 0.354068 0.561085 0.222847
17JAN18 0.354401 0.562794 0.224419
17JAN19 0.354477 0.562168 0.221421
17JAN20 0.354089 0.560627 0.218819
17JAN21 0.352784 0.558872 0.222519
17JAN22 0.353337 0.558111 0.212983
17JAN23 0.353535 0.561141 0.217054
17JAN24 0.353430 0.560856 0.218480
17JAN25 0.353976 0.561785 0.215510
17JAN26 0.351890 0.561926 0.196411
17JAN27 0.354684 0.560361 0.219578
17JAN28 0.353663 0.561847 0.219347
17JAN29 0.353524 0.561329 0.223879
17JAN30 0.352396 0.561224 0.217255
17JAN31 0.351982 0.559250 0.216635
17FEB01 0.351214 0.557779 0.225372
17FEB06 0.352386 0.560601 0.223378
17FEB07 0.352214 0.560881 0.225719
17FEB08 0.352110 0.560323 0.221241
17FEB09 0.351159 0.561461 0.218101
17FEB10 0.353749 0.561170 0.223101
17FEB11 0.342129 0.560603 0.225162
17FEB12 0.356521 0.559295 0.185460
17FEB13 0.354931 0.561709 0.206502
17FEB14 0.358311 0.559929 0.244984
17FEB15 0.348895 0.560319 0.198735
17FEB16 0.351606 0.562905 0.227753
17FEB17 0.353536 0.560673 0.220308
17FEB18 0.354910 0.561380 0.226387
17FEB19 0.352412 0.559111 0.217106
17FEB20 0.351762 0.560662 0.217177
17FEB21 0.352891 0.558782 0.216184
17FEB22 0.354367 0.559674 0.218848
17FEB23 0.354573 0.559815 0.216373
17FEB24 0.354977 0.560223 0.216543
17FEB25 0.351397 0.559892 0.209207
17FEB26 0.353819 0.561142 0.218821
17FEB27 0.353980 0.559383 0.212369
17FEB28 0.354264 0.561065 0.218482
17MAR01 0.354325 0.560091 0.223523
17MAR02 0.354061 0.561897 0.217190
17MAR03 0.355174 0.559778 0.218632
17MAR04 0.352903 0.561691 0.220933
17MAR05 0.356234 0.560611 0.220730
17MAR06 0.355245 0.558877 0.226084
17MAR07 0.353357 0.561402 0.217283
17MAR08 0.353985 0.562991 0.221216
17MAR15 0.354264 0.561797 0.214345
17MAR16 0.355336 0.562304 0.224860
17MAR17 0.355790 0.558912 0.220457
17MAR18 0.355661 0.561606 0.223951
17MAR19 0.356144 0.561928 0.220576
17MAR20 0.354654 0.560607 0.221383
17MAR21 0.353161 0.559491 0.218471
17MAR22 0.355525 0.559780 0.218351
17MAR23 0.353887 0.558853 0.220577
17MAR24 0.354988 0.560759 0.222291
17MAR25 0.354307 0.561425 0.216797
17MAR26 0.353123 0.563536 0.215637
17MAR27 0.355227 0.561511 0.213668
17MAR28 0.354321 0.560588 0.216821
17MAR29 0.354951 0.562081 0.226527
17MAR30 0.354401 0.561760 0.220148
17MAR31 0.356147 0.562519 0.219478
17APR01 0.352687 0.561988 0.219883
17APR02 0.352821 0.562553 0.222693
17APR03 0.355300 0.562703 0.219496
17APR04 0.354918 0.562483 0.221873
17APR05 0.355764 0.561267 0.224856
17APR06 0.353881 0.561738 0.217610
17APR07 0.353667 0.562058 0.218431
17APR08 0.354063 0.562344 0.215127
17APR09 0.354478 0.563022 0.215240
17APR10 0.351130 0.563641 0.198856
17APR11 0.352380 0.563521 0.212725
17APR12 0.354549 0.562804 0.221946
17APR13 0.353743 0.563184 0.219233
17APR14 0.354012 0.563041 0.231808
17APR15 0.353769 0.562402 0.211815
17APR16 0.352867 0.561491 0.220428
17APR17 0.355614 0.562096 0.227024
17APR18 0.354702 0.561857 0.219245
17APR19 0.354574 0.562559 0.224799
17APR20 0.352687 0.562039 0.218075
17APR21 0.352436 0.561125 0.219968
17APR22 0.352140 0.564266 0.220689
17APR23 0.354314 0.562070 0.218039
17APR24 0.353654 0.562239 0.224712
17APR25 0.341813 0.563684 0.205058
17APR26 0.303902 0.561530 0.205434
17APR27 0.303342 0.563772 0.218270
17APR28 0.346110 0.564935 0.167433
17APR29 0.356267 0.562315 0.228239
17APR30 0.352344 0.563132 0.227498
17MAY01 0.354412 0.562187 0.221004
17MAY02 0.354374 0.561692 0.219744
17MAY03 0.352633 0.563034 0.229168
17MAY04 0.346107 0.562546 0.167923
17MAY05 0.354896 0.561491 0.218954
17MAY06 0.353762 0.561819 0.225546
17MAY07 0.353873 0.563167 0.219673
17MAY08 0.348835 0.562938 0.228821
17MAY09 0.338558 0.567409 0.220518
17MAY10 0.334874 0.567537 0.215526
17MAY11 0.335327 0.565883 0.207565
17MAY12 0.355697 0.563158 0.229246
17MAY13 0.356633 0.561326 0.221156
17MAY14 0.355281 0.563468 0.220179
17MAY15 0.354812 0.563229 0.218487
17MAY16 0.356246 0.562172 0.216029
17MAY17 0.355335 0.562521 0.214617
17MAY18 0.354783 0.561328 0.224426
17MAY19 0.353984 0.561692 0.224929
17MAY20 0.354768 0.562430 0.224035
17MAY21 0.353446 0.561836 0.216926
17MAY22 0.354373 0.561698 0.221886
17MAY23 0.353852 0.562350 0.220907
17MAY24 0.354175 0.564256 0.214409
17MAY25 0.355124 0.562867 0.217124
17MAY26 0.356033 0.566236 0.220728
17MAY27 0.353661 0.562381 0.223090
17MAY28 0.354111 0.560433 0.222820
17MAY29 0.353261 0.562825 0.217140
17MAY30 0.353089 0.560957 0.220354
17MAY31 0.353569 0.562327 0.220755
17JUN01 0.355116 0.561508 0.226074
17JUN02 0.353948 0.561618 0.222639
17JUN03 0.352585 0.560435 0.227363
17JUN04 0.353917 0.560378 0.227629
17JUN05 0.353402 0.560604 0.221225
17JUN06 0.353406 0.562869 0.228275
17JUN07 0.356188 0.562305 0.219880
17JUN08 0.355036 0.562229 0.221782
17JUN09 0.353841 0.562386 0.218501
17JUN10 0.353297 0.562102 0.225684
17JUN11 0.353135 0.563492 0.225924
17JUN12 0.352245 0.561905 0.223257
17JUN13 0.353000 0.561830 0.220142
17JUN14 0.353507 0.561457 0.224869
17JUN15 0.354377 0.560134 0.228700
17JUN16 0.353742 0.562447 0.221652
17JUN17 0.354634 0.563575 0.220259
17JUN18 0.353847 0.562420 0.225569
17JUN19 0.353510 0.562689 0.221496
17JUN20 0.352564 0.560621 0.225719
17JUN21 0.351664 0.561719 0.212321
17JUN22 0.351676 0.561065 0.217013
17JUN23 0.353054 0.562079 0.210019
17JUN24 0.351473 0.560933 0.215925
17JUN25 0.350874 0.561375 0.221216
17JUN26 0.356543 0.561779 0.221098
17JUN27 0.353680 0.561675 0.222221
17JUN28 0.354219 0.560900 0.222831
17JUN29 0.354776 0.559700 0.225179
17JUN30 0.352540 0.561439 0.215263
17JUL01 0.354593 0.561095 0.218924
17JUL02 0.353854 0.560257 0.214581
17JUL03 0.353353 0.559981 0.212497
17JUL04 0.351907 0.561200 0.219186
17JUL05 0.354966 0.560695 0.221807
17JUL06 0.353429 0.560659 0.227313
17JUL07 0.354773 0.561012 0.222747
17JUL08 0.353116 0.560510 0.218973
17JUL09 0.355625 0.559883 0.222731
17JUL10 0.353209 0.559938 0.221637
17JUL11 0.353520 0.560306 0.229063
17JUL12 0.354293 0.561295 0.220816
17JUL13 0.354522 0.561918 0.215202
17JUL14 0.354058 0.562214 0.219099
17JUL15 0.353732 0.563515 0.214816
17JUL16 0.352455 0.561763 0.220439
17JUL17 0.352076 0.563201 0.214270
17JUL18 0.354941 0.562582 0.224232
17JUL19 0.353355 0.561209 0.212445
17JUL20 0.355033 0.561636 0.215935
17JUL21 0.354982 0.561645 0.216043
17JUL22 0.355039 0.561521 0.220403
17JUL23 0.355657 0.560847 0.224309
17JUL24 0.354596 0.559758 0.227154
17JUL25 0.352638 0.560331 0.214530
17JUL26 0.353456 0.561924 0.219425
17JUL27 0.353256 0.561775 0.212093
17JUL28 0.354856 0.562762 0.218289
17JUL29 0.353306 0.563330 0.213413
17JUL30 0.353843 0.562846 0.210197
17JUL31 0.353595 0.561854 0.223469
17AUG01 0.354023 0.561298 0.216541
17AUG02 0.354896 0.563017 0.219694
17AUG03 0.356930 0.560172 0.227252
17AUG04 0.356121 0.561382 0.217602
17AUG05 0.354250 0.561047 0.216011
17AUG06 0.352471 0.561081 0.215801
17AUG07 0.351469 0.563260 0.204195
17AUG08 0.352270 0.562295 0.218157
17AUG09 0.355353 0.560987 0.219194
17AUG10 0.355335 0.563551 0.217183
17AUG11 0.353288 0.563073 0.213244
17AUG12 0.356174 0.562794 0.214236
17AUG13 0.354781 0.563740 0.215022
17AUG14 0.355640 0.562481 0.216298
17AUG15 0.355694 0.559452 0.213606
17AUG16 0.354258 0.561593 0.209798
17AUG17 0.355363 0.562533 0.217108
17AUG18 0.354880 0.561861 0.214603
17AUG19 0.354963 0.561784 0.214683
17AUG20 0.355051 0.563269 0.215906
17AUG21 0.355435 0.560136 0.208404
17AUG22 0.355589 0.561856 0.213816
17AUG23 0.354641 0.558767 0.207582
17AUG24 0.354651 0.561085 0.214736
17AUG25 0.356590 0.560555 0.216677
17AUG26 0.354054 0.561112 0.211269
17AUG27 0.356189 0.560095 0.211899
17AUG28 0.355624 0.560560 0.207922
17AUG29 0.355048 0.561465 0.216757
17AUG30 0.353725 0.559868 0.223994
17AUG31 0.355052 0.560761 0.218555
17SEP01 0.354581 0.560209 0.207422
17SEP02 0.356053 0.559246 0.219587
17SEP03 0.353457 0.559678 0.210401
17SEP04 0.353840 0.559570 0.214713
17SEP05 0.357754 0.559721 0.218654
17SEP06 0.356910 0.561751 0.217664
17SEP07 0.357489 0.559997 0.217281
17SEP08 0.354106 0.560262 0.213111
17SEP09 0.354277 0.561162 0.217498
17SEP10 0.352355 0.560516 0.221602
17SEP11 0.355539 0.561664 0.212569
17SEP12 0.357393 0.562489 0.221554
17SEP13 0.355800 0.561371 0.219978
17SEP14 0.353909 0.561009 0.210924
17SEP15 0.354366 0.561534 0.218395
17SEP16 0.353644 0.560021 0.213537
17SEP17 0.353094 0.560183 0.209354
17SEP18 0.353708 0.561775 0.209198
17SEP19 0.352628 0.563244 0.211066
17SEP20 0.353109 0.561275 0.214482
17SEP21 0.356662 0.561606 0.225084
17SEP22 0.355585 0.559479 0.219989
17SEP23 0.357200 0.560217 0.216259
17SEP24 0.356963 0.560876 0.217163
17SEP25 0.354789 0.563829 0.214039
17SEP26 0.355078 0.561567 0.218571
17SEP27 0.356935 0.561468 0.219901
17SEP28 0.354324 0.561551 0.214095
17SEP29 0.356453 0.560614 0.213718
17SEP30 0.356490 0.561914 0.219552
17OCT01 0.355685 0.561380 0.226001
17OCT02 0.355751 0.561197 0.221908
17OCT03 0.355152 0.561936 0.218089
17OCT04 0.356253 0.562904 0.218053
17OCT05 0.356949 0.561651 0.219189
17OCT06 0.354249 0.561302 0.208763
17OCT07 0.356106 0.560288 0.218544
17OCT08 0.355015 0.561923 0.224425
17OCT09 0.355161 0.563166 0.221274
17OCT10 0.353633 0.563403 0.213444
17OCT11 0.356624 0.560952 0.215725
17OCT12 0.352426 0.563846 0.207607
17OCT13 0.352974 0.562990 0.216505
17OCT16 0.353896 0.559953 0.206586
17OCT17 0.355888 0.563718 0.209875
17OCT18 0.355548 0.560117 0.216228
17OCT19 0.357190 0.560831 0.222718
17OCT20 0.357965 0.561162 0.223542
17OCT21 0.355492 0.559700 0.227357
17OCT22 0.358630 0.562072 0.217916
17OCT23 0.360456 0.564292 0.223294
17OCT24 0.353733 0.562146 0.216017
17OCT25 0.353515 0.565726 0.214812
17OCT26 0.353467 0.563346 0.212987
17OCT27 0.354136 0.563696 0.225285
17OCT28 0.354730 0.564383 0.210717
17OCT29 0.355320 0.560854 0.213811
17OCT30 0.355115 0.562189 0.217503
17OCT31 0.354241 0.562880 0.222839
17NOV01 0.353437 0.563200 0.214732
17NOV02 0.355603 0.564100 0.213324
17NOV03 0.354504 0.562000 0.213517
17NOV04 0.355223 0.564285 0.219166
17NOV05 0.359060 0.562493 0.235094
17NOV06 0.359877 0.562179 0.241256
17NOV07 0.360997 0.561494 0.226101
17NOV08 0.360524 0.560166 0.224302
17NOV09 0.362882 0.564549 0.229926
17NOV10 0.355837 0.563362 0.212425
17NOV11 0.351501 0.563795 0.208978
17NOV12 0.352388 0.565616 0.214280
17NOV13 0.352974 0.563938 0.216689
17NOV14 0.353858 0.563610 0.216120
17NOV15 0.355068 0.565292 0.213601
17NOV16 0.353737 0.564846 0.213078
17NOV17 0.354375 0.564194 0.216604
17NOV18 0.352420 0.563400 0.223166
17NOV19 0.364447 0.565159 0.228254
17NOV20 0.353046 0.563394 0.216364
17NOV21 0.353149 0.564274 0.226430
17NOV22 0.354689 0.566855 0.228933
17NOV23 0.355627 0.563122 0.222166
17NOV24 0.349012 0.563290 0.194817
17NOV25 0.352003 0.564475 0.214268
17NOV26 0.328124 0.564819 0.188412
17NOV27 0.327066 0.563723 0.183331
17NOV28 0.325038 0.564117 0.200479
17NOV29 0.321438 0.561657 0.210951
17NOV30 0.357594 0.563213 0.221237
17DEC01 0.358560 0.561917 0.218011
17DEC02 0.355600 0.561111 0.232356
17DEC03 0.356879 0.565576 0.228581
17DEC04 0.355614 0.567373 0.219858
17DEC05 0.356481 0.565685 0.212811
17DEC06 0.355523 0.564105 0.214753
17DEC07 0.354889 0.562794 0.219360
17DEC08 0.356223 0.564385 0.220734
17DEC09 0.356148 0.562349 0.226185
17DEC10 0.356459 0.563252 0.221093
17DEC11 0.356184 0.565398 0.225177
17DEC12 0.357898 0.560679 0.227612
17DEC13 0.356789 0.561573 0.222427
17DEC14 0.355244 0.561904 0.221531
17DEC15 0.356840 0.562701 0.218780
17DEC16 0.355185 0.565715 0.222301
17DEC17 0.357949 0.564990 0.224961
17DEC18 0.358290 0.562816 0.222465
17DEC19 0.354804 0.563999 0.225435
17DEC20 0.356303 0.563513 0.225235
17DEC21 0.356997 0.564756 0.216967
17DEC22 0.355734 0.564391 0.228677
17DEC23 0.356007 0.563274 0.226531
17DEC24 0.356715 0.563030 0.220929
17DEC25 0.355713 0.563890 0.212821
17DEC26 0.355487 0.561867 0.219188
17DEC27 0.354752 0.562200 0.217222
17DEC28 0.353589 0.562520 0.219162
17DEC29 0.357107 0.563742 0.222628
17DEC30 0.355054 0.563759 0.227675
17DEC31 0.355327 0.561580 0.220231
18JAN01 0.354019 0.564003 0.220787
18JAN02 0.355287 0.564136 0.220463
18JAN03 0.353286 0.563868 0.217302
18JAN04 0.354186 0.563352 0.213257
18JAN05 0.353773 0.563341 0.216425
18JAN06 0.353957 0.562873 0.223415
18JAN14 0.355296 0.563674 0.225755
18JAN15 0.355833 0.564387 0.222116
18JAN16 0.354536 0.561777 0.221343
18JAN17 0.355569 0.563087 0.224743
18JAN18 0.356870 0.562872 0.227946
18JAN19 0.353219 0.559735 0.218866
18JAN20 0.354900 0.561985 0.218451
18JAN21 0.352952 0.562959 0.218054
18JAN22 0.353370 0.563620 0.223853
18JAN23 0.352715 0.562934 0.220904
18JAN24 0.355134 0.561874 0.218414
18JAN25 0.354906 0.562233 0.223831
18JAN26 0.353349 0.562446 0.227648
18JAN27 0.355245 0.563655 0.228630
18JAN28 0.355859 0.562538 0.231280
18JAN29 0.351481 0.561636 0.234884
18JAN30 0.353150 0.558726 0.226737
18JAN31 0.353392 0.563907 0.221388
18FEB01 0.352807 0.559970 0.233202
18FEB02 0.353933 0.562957 0.223140
18FEB03 0.351715 0.562646 0.223080
18FEB04 0.353751 0.561428 0.222952
18FEB05 0.355799 0.565593 0.222575
18FEB06 0.351966 0.564692 0.223111
18FEB07 0.354519 0.564473 0.219976
18FEB08 0.350943 0.559488 0.217933
18FEB09 0.351981 0.563479 0.220280
18FEB10 0.352439 0.563132 0.223523
18FEB11 0.353412 0.562512 0.218876
18FEB12 0.353159 0.562569 0.217973
18FEB13 0.351915 0.562045 0.220695
18FEB14 0.351151 0.563322 0.225115
18FEB15 0.352389 0.564963 0.227552
18FEB16 0.351893 0.565839 0.218354
18FEB17 0.354172 0.564187 0.228242
18FEB18 0.352948 0.564238 0.228090
18FEB19 0.351988 0.563354 0.223102
18FEB20 0.350016 0.563133 0.222555
18FEB21 0.353616 0.564172 0.225042
18FEB22 0.353711 0.565378 0.225804
18FEB23 0.351691 0.564482 0.223827
18FEB24 0.355341 0.563317 0.226260
18FEB25 0.346979 0.561595 0.215989
18FEB26 0.337602 0.562296 0.219408
18FEB27 0.356144 0.573866 0.158098
18FEB28 0.359491 0.565482 0.233200
18MAR01 0.331675 0.574989 0.161165
18MAR02 0.331210 0.574111 0.143486
18MAR03 0.351788 0.563914 0.216488
18MAR04 0.343247 0.563777 0.183674
18MAR05 0.342001 0.565659 0.213524
18MAR06 0.353262 0.565117 0.214368
18MAR07 0.344346 0.559010 0.216403
18MAR08 0.348483 0.563061 0.211131
18MAR09 0.360471 0.569097 0.134829
18MAR10 0.347875 0.562596 0.191922
18MAR11 0.354849 0.561615 0.215927
18MAR12 0.356281 0.562569 0.221877
18MAR13 0.355271 0.561942 0.221116
18MAR14 0.351794 0.563857 0.210435
18MAR15 0.343695 0.562362 0.204662
18MAR16 0.354464 0.562973 0.225424
18MAR17 0.356430 0.561883 0.225076
18MAR18 0.354182 0.561000 0.215256
18MAR19 0.355347 0.562859 0.221039
18MAR27 0.354450 0.562648 0.214382
18MAR28 0.353425 0.564141 0.218416
18MAR29 0.355458 0.563463 0.225693
18MAR30 0.356431 0.562023 0.222625
18MAR31 0.356093 0.561170 0.218748
18APR01 0.347285 0.564430 0.209422
18APR02 0.353301 0.565285 0.230658
18APR03 0.354144 0.563159 0.216152
18APR04 0.354488 0.562556 0.228273
18APR05 0.353241 0.563378 0.216649
18APR06 0.352018 0.562200 0.219046
18APR07 0.353833 0.562081 0.221239
18APR08 0.355202 0.562397 0.221457
18APR09 0.355975 0.563352 0.231026
18APR10 0.351676 0.562513 0.220316
18APR11 0.353324 0.562775 0.216204
18APR12 0.354471 0.560418 0.225307
18APR13 0.357681 0.561198 0.227177
18APR14 0.356633 0.563743 0.214257
18APR15 0.354957 0.564241 0.220635
18APR16 0.354341 0.562664 0.219998
18APR17 0.353688 0.563923 0.207931
18APR18 0.358591 0.564297 0.215849
18APR19 0.356187 0.562790 0.217319
18APR20 0.356012 0.561849 0.215250
18APR21 0.356918 0.562087 0.221052
18APR22 0.354817 0.559297 0.217896
18APR23 0.354891 0.564861 0.226502
18APR24 0.355100 0.559931 0.226439
18APR25 0.355351 0.561544 0.215401
18APR26 0.355807 0.562243 0.218418
18APR27 0.355663 0.560956 0.219686
18APR28 0.355256 0.562749 0.222297
18APR29 0.356136 0.562619 0.225899
18APR30 0.353666 0.563735 0.213893
18MAY01 0.355371 0.563054 0.208631
18MAY02 0.354727 0.563459 0.216389
18MAY03 0.353789 0.565815 0.212912
18MAY04 0.356769 0.562965 0.222322
18MAY05 0.354729 0.565081 0.218880
18MAY06 0.353689 0.564503 0.218007
18MAY07 0.354784 0.563727 0.215369
18MAY08 0.356006 0.563154 0.215827
18MAY09 0.357610 0.562538 0.220193
18MAY10 0.356780 0.562599 0.218889
18MAY11 0.358247 0.561305 0.216408
18MAY12 0.357771 0.562953 0.224274
18MAY13 0.356369 0.563055 0.219810
18MAY14 0.356411 0.563757 0.219289
18MAY15 0.357255 0.564155 0.222503
18MAY16 0.357176 0.565128 0.220473
18MAY17 0.355974 0.563755 0.219314
18MAY18 0.356457 0.564196 0.219928
18MAY19 0.356831 0.563846 0.220447
18MAY20 0.355562 0.563436 0.220962
18MAY21 0.355277 0.564932 0.216908
18MAY22 0.356454 0.564623 0.212358
18MAY23 0.354391 0.563706 0.222771
18MAY24 0.355090 0.564555 0.224105
18MAY25 0.354800 0.563690 0.223822
18MAY26 0.353603 0.566056 0.222014
18MAY27 0.356811 0.565675 0.227260
18MAY28 0.356610 0.562701 0.227299
18MAY29 0.356395 0.563109 0.221234
18MAY30 0.356991 0.561514 0.218001
18MAY31 0.355995 0.562042 0.215527
18JUN01 0.355887 0.563156 0.220678
18JUN02 0.356200 0.562034 0.222022
18JUN03 0.354223 0.564126 0.225988
18JUN04 0.352973 0.562423 0.215538
18JUN05 0.354089 0.564759 0.219803
18JUN06 0.354503 0.563335 0.219304
18JUN07 0.355863 0.564071 0.217770
18JUN08 0.354710 0.564685 0.212816
18JUN09 0.354940 0.565403 0.218444
18JUN10 0.352888 0.562778 0.222147
18JUN11 0.353028 0.562321 0.218886
18JUN12 0.354112 0.562064 0.218405
18JUN13 0.354562 0.561698 0.221837
18JUN14 0.353705 0.561360 0.225483
18JUN15 0.354065 0.561915 0.221731
18JUN16 0.357330 0.563393 0.228840
18JUN17 0.354521 0.563418 0.227191
18JUN18 0.354100 0.563506 0.216338
18JUN19 0.356119 0.564093 0.217368
18JUN20 0.355118 0.563595 0.223248
18JUN21 0.354381 0.562989 0.217588
18JUN22 0.354923 0.563575 0.217744
18JUN23 0.352590 0.563758 0.213571
18JUN24 0.353442 0.567202 0.215289
18JUN25 0.352597 0.565710 0.218242
18JUN26 0.354699 0.562372 0.217171
18JUN27 0.354607 0.562948 0.219326
18JUN28 0.353375 0.563279 0.220202
18JUN29 0.352796 0.562203 0.214277
18JUN30 0.354080 0.561925 0.218185
18JUL01 0.355160 0.564032 0.220940
18JUL02 0.355246 0.561764 0.217967
18JUL03 0.354292 0.561036 0.221420
18JUL04 0.355555 0.564472 0.225255
18JUL05 0.354614 0.563546 0.212071
18JUL06 0.353722 0.562868 0.219548
18JUL07 0.354806 0.563882 0.219768
18JUL08 0.356842 0.563895 0.220292
18JUL09 0.355926 0.563526 0.219927
18JUL10 0.355271 0.563721 0.217371
18JUL11 0.353746 0.563085 0.219254
18JUL12 0.355009 0.560897 0.218075
18JUL13 0.356926 0.561353 0.220365
18JUL14 0.356386 0.563674 0.219012
18JUL15 0.354891 0.562031 0.223869
18JUL16 0.354972 0.562230 0.223445
18JUL17 0.355007 0.560703 0.223967
18JUL18 0.355398 0.562010 0.220909
18JUL19 0.354235 0.562132 0.215518
18JUL20 0.354139 0.559986 0.217817
18JUL21 0.356180 0.562888 0.222302
18JUL22 0.355478 0.562464 0.216222
18JUL23 0.355332 0.561917 0.214281
18JUL24 0.354519 0.563809 0.218794
18JUL25 0.352685 0.564087 0.217389
18JUL26 0.353592 0.562733 0.218929
18JUL27 0.356203 0.563017 0.221447
18JUL28 0.354329 0.561297 0.220769
18JUL29 0.355405 0.561891 0.220591
18JUL30 0.357095 0.561509 0.217255
18JUL31 0.354402 0.559944 0.218954
18AUG01 0.356090 0.561270 0.222323
18AUG02 0.354728 0.563595 0.217639
18AUG03 0.357248 0.561377 0.215606
18AUG04 0.355262 0.562578 0.218135
18AUG05 0.353718 0.562559 0.211501
18AUG06 0.354586 0.559728 0.219351
18AUG07 0.353368 0.561427 0.221264
18AUG08 0.353414 0.560336 0.219980
18AUG09 0.355362 0.560016 0.219098
18AUG10 0.356136 0.561402 0.215285
18AUG11 0.355481 0.561473 0.216278
18AUG12 0.354286 0.563457 0.210928
18AUG13 0.355580 0.562067 0.222005
18AUG14 0.355554 0.562317 0.212871
18AUG15 0.356439 0.563641 0.222479
18AUG16 0.352858 0.560935 0.208725
18AUG17 0.356048 0.560367 0.222421
18AUG18 0.356864 0.562026 0.224461
18AUG19 0.355909 0.561287 0.220474
18AUG20 0.356171 0.560161 0.222386
18AUG21 0.357537 0.560273 0.227752
18AUG22 0.356833 0.564066 0.214155
18AUG23 0.354839 0.564261 0.207861
18AUG24 0.354500 0.561457 0.212871
18AUG25 0.355760 0.562667 0.217005
18AUG26 0.356780 0.563114 0.217693
18AUG27 0.356053 0.562299 0.219299
18AUG28 0.355782 0.561891 0.218660
18AUG29 0.357299 0.561441 0.220379
18AUG30 0.354961 0.560785 0.221009
18AUG31 0.355800 0.560857 0.215565
18SEP01 0.357692 0.562420 0.220179
18SEP02 0.356374 0.561738 0.221381
18SEP03 0.356440 0.565867 0.219968
18SEP04 0.356868 0.559922 0.223163
18SEP05 0.356656 0.562624 0.224963
18SEP06 0.356778 0.562147 0.224628
18SEP07 0.357152 0.561431 0.226205
18SEP08 0.356018 0.563263 0.223333
18SEP09 0.357049 0.563515 0.221090
18SEP10 0.356111 0.560558 0.218978
18SEP11 0.357699 0.560680 0.220204
18SEP12 0.356265 0.561907 0.215018
18SEP13 0.355840 0.562415 0.212127
18SEP14 0.354946 0.564632 0.212287
18SEP15 0.354050 0.561495 0.229003
18SEP16 0.355660 0.562172 0.217699
18SEP17 0.356144 0.562658 0.219338
18SEP18 0.354910 0.562335 0.217355
18SEP19 0.357994 0.562495 0.213543
18SEP20 0.355448 0.563888 0.219279
18SEP21 0.356054 0.561540 0.219435
18SEP22 0.357611 0.560874 0.219866
18SEP23 0.356274 0.561586 0.219432
18SEP24 0.356666 0.562164 0.218090
18SEP25 0.356637 0.564175 0.215531
18SEP26 0.354986 0.563952 0.219346
18SEP27 0.354079 0.560424 0.213239
18SEP28 0.354946 0.559403 0.231319
18SEP29 0.355923 0.561551 0.224275
18SEP30 0.356595 0.560162 0.223746
18OCT01 0.355269 0.563328 0.218665
